song,country
Clifford Brown - Hymn Of The Orient,0.012478
Kidz In The Hall - Don't Stop,0.012463
Tommy Flanagan - While You Are Gone,0.012387
Broken Social Scene - Cause = Time,0.012376
War - Why Can't We Be Friends,0.012372
The Pharcyde - Passing Me By,0.012313
Gordon Bok - Sailor's Carol,0.012254
Will Smith - Gettin' Jiggy Wit It,0.012245
Mike Dowling - Ragged And Dirty,0.012224
Junior Brown - Freedome Machine,0.012159
Jennifer Haines (Holiday) - Cantique De Noel (O Holy Night),0.01214
Slim Harpo - You Can't Make It,0.012088
Tiamat - For Her Pleasure,0.012012
Cannonball Adderley - You' re A Weaver Of Dreams,0.011999
Ratt - You're In Trouble,0.011985
Ella Fitzgerald - These Foolish Things,0.011958
Janis Figure - Mechanical Bull,0.011953
Boccherini. Luigi - Symphony In A Major. G. 508 (Op. 12?6),0.011936
Ohio Players - Fire,0.011927
Victor Manuelle - Tengo,0.011812
Skafish (Holiday) - Joy To The World,0.011806
Preston Reed - Ladies Night,0.011803
"Lucky Thompson - Take The ""A"" Train",0.011799
Guns N' Roses - November Rain,0.011781
Ruben Studdard - Fix it. Jesus (feat. Harvey Watkins Jr.),0.011742
Black Lips - Burried Alive,0.011692
Dan Crary - Tom & Jerry,0.011636
David Grisman & Tony Rice - Morning Sun,0.011629
Ella Fitzgerald & Louis Armstrong - A Foggy Day,0.01158
AC?DC - What Do You Do For Money Honey,0.011576
John Scofield - Beep Beep,0.011448
Joe Jackson - Baby Stick Around,0.011436
Nas - The Message,0.011388
The Jackson Southernaires - Lead Me,0.011384
Eddie Fisher (Holiday) - My Favorite Things,0.011383
John Hammond - Little Rain Falling,0.011333
Chick Corea Elektric Band - Passage,0.011322
Mudvayne - Fall Into Sleep,0.011319
Ian Van Dahl - Inspiration,0.011259
Dan Crary (Holiday) - What Child Is This (USA),0.011225
AC?DC - It's A Long Way To The Top (If You Wanna Rock 'n' Roll),0.011225
Brother Ali - Uncle Sam Goddamn,0.011196
Kidz In The Hall - Wassup Jo',0.011184
Tetsu Inoue - Mini Moon,0.011109
The Dukes Of Dixieland - Sunrise. Sunset,0.011097
See You Next Tuesday - Forever On Deaf Ears,0.011067
!!! (Chk Chk Chk) - All My Heroes Are Wierdos,0.01103
George Acosta - Tranzy State Of Mind (Club Mix),0.010963
Flyleaf - I'm So Sick,0.010951
Dire Straits - So Far Away,0.010944
Adele - Best For Last,0.010916
Marvin Gaye - Got To Give It Up. Part 1 ( Live),0.010897
Botch - Liquored Up And Laid,0.010883
Daddy Yankee - Rompe,0.010875
Boccherini. Luigi - Quintet For Guitar & Strings In D Minor. G. 445 (arrangement Of Piano Quintet. G. 416),0.010869
Del Tha Funkee Homosapien - Phoney Phranchise,0.010836
Boccherini. Luigi - Quintet For Guitar & Strings In G Major. G. 450 (Arrangement Of Quintet For Flute And Strings. G. 531 & String Quartet. G. 240),0.010819
ABORTED - Clinical Colostomy,0.010801
Justin Hinds & The Dominoes - Over The River,0.010795
Harold Melvin & The Blue Notes - Don't Leave Me This Way,0.010774
The Commodores - Lady (You Bring Me Up),0.010762
The Five Blind Boys Of Alabama - Let Me Hear My Mother Pray Again,0.010736
Lester Young - Foggy Day (Live At Birdland),0.010693
Faure. Gabriel - Sonata For Cello & Piano No. 2 In G Minor. Op. 117,0.010684
Lords Of The Underground - Funky Child,0.010658
The Commodores - Easy,0.010645
Strauss. Richard - Eine Alpensinfonie (An Alpine Symphony) For Orchestra. Op. 64 (TrV 233),0.010642
Jarabe De Palo - Agua,0.01058
At The Gates - Blinded By Fear,0.010567
Boccherini. Luigi - Cello Concerto In C Major. G. 573,0.010541
Furry Lewis - Goin' To Kansas City,0.010526
Generation J - Jesus Loves Me Medley,0.010517
Furry Lewis - Baby You Don't Want Me,0.010494
David Grisman & Tony Rice - Swing '42,0.010455
Marvin Gaye - Got To Give It Up,0.010419
Bill Haley & His Comets - Shake. Rattle And Roll,0.010406
Nas - Nas Is Like,0.010344
Leroy Carr - Sloppy Drunk Blues,0.010342
Christmas Cookies (Holiday) - The Christmas Song,0.010334
Boccherini. Luigi - Symphony In C Minor. G. 519 (Op. 41),0.010332
Johannes Linstead - Cielo Azul,0.010271
Soda Stereo - Sueles Dejarme Solo,0.010269
Teddy Wilson - Mean To Me,0.010268
Behemoth - Slaves Shall Serve,0.010222
Dead Confederate - Shadow The Walls,0.010189
John Zorn - Zhakor,0.010184
Rihanna - Umbrella,0.010134
Boyce. William - Trio Sonata No. 9 In C Major,0.010132
Brand New - Okay I Believe You. But My Tommy Gun Don't,0.010129
Kenny Loggins - Danger Zone,0.010085
Avril Lavigne - Sk8er Boi,0.010061
Lismore - Tremolo,0.010059
DJ Muggs Vs GZA - Unstoppable Threats (Instrumental),0.010041
Antonio Carlos Jobim - O Grande Amor,0.010036
Sonicflood - I Could Sing Of Your Love Forever,0.00998
AC?DC - Who Made Who (Live),0.009975
Gospel Four - It's Just A Matter Of Time,0.009947
Danny Gatton & Tom Principato - I'm On Fire (Live),0.009938
Liquid Mind - Balance,0.009917
Talib Kweli - I Try,0.009914
DJ Khaled - We Takin' Over,0.009891
Butch Thompson (Holiday) - We Three Kings,0.009884
John Scofield - Boozer,0.009855
David Wilcox - Common As The Rain,0.009847
Underworld - Born Slippy,0.009798
Finger Eleven - First Time,0.009787
The Bronx - Cobra Lucha,0.009773
Wreckless Eric - Whole Wide World,0.00973
Gladys Knight & The Pips - I Heard It Through The Grapevine,0.009724
Mar-Keys - Pop-Eye Rider,0.009697
The Allman Brothers Band - Can't Take It With You,0.009615
Johannes Linstead - La Rumbita,0.009583
David Grisman & Tony Rice - I Am A Pilgrim,0.009571
Willie Colon & Ruben Blades - Pedro Navaja,0.009567
Fred McDowell - Write Me A Few Of Your Lines,0.009541
Jean-Luc Ponty - Eulogy To Oscar Romero,0.009409
Pichl. Vaclav - Symphony In C Major. Z21,0.009398
The Handshake Murders - New Enemy,0.009391
Stevie Wonder - Superstition,0.009366
Guardian - Power Of Love,0.009352
Boz Scaggs - It All Went Down The Drain (Live),0.009321
Corciolli - Work (Water),0.009289
Men Of Steel - O'Carolan's Quarrel With The Landlady (Live),0.009266
Baguer. Carlos - Symphony No. 18 In B Flat Major,0.009223
Mixmaster Mike - Bazooka Kanyon,0.009189
Branford Marsalis - Swingin' At The Haven,0.009186
Gnarls Barkley - Crazy,0.009159
Rise Against - The Good Left Undone,0.009134
James Brown - Hot Pants. PT.1,0.009095
Mice Parade - Circle None,0.009062
Sugarloaf - Green-Eyed Lady,0.008946
Ani DiFranco - Little Plastic Castle (Live 1.25.04),0.008908
Fergie - Glamorous,0.008899
No Age - I Wanna Sleep,0.008852
The Gene Harris Quartet - The Song Is Ended,0.008835
David Grisman & Tony Rice - The Prisoner's Waltz,0.00883
Boccherini. Luigi - Symphony In D Major. G. 520 (Op. 42),0.008821
Mahalia Jackson - Trouble Of The World,0.008809
Kai Winding - Impulse,0.008807
Sonny Rollins - Paradox,0.008803
Benny Page - Neck Breaker,0.008787
Kidz In The Hall - Ritalin,0.008783
Wumpscut - Fear In Your Eyes,0.008771
Milt Jackson - Enigma,0.00877
The Crests - Sixteen Candles,0.008762
Al Di Meola - Tangata De Alba,0.008757
DJ Drama & Lil' Wayne - Get 'Em,0.008757
John Scofield - Drop And Roll,0.008756
Kai Winding - Trombone For Two,0.008748
Kidz In The Hall - Dumb*ss Tales,0.008738
Don Carlos & Golo - Tear Drops,0.008736
2Pac (Tupac) - How Do U Want It,0.00873
Lou Blackburn - Secret Love,0.008716
Stars Of The Lid - Broken Harbors? Part 1,0.008685
Take 6 - Come On,0.008655
The Mars Volta - Roulette Dares (The Haunt Of),0.008609
John R. Burr - For The Asking,0.008606
ABORTED - Ingenuity In Genocide,0.008571
Laurence Juber (Holiday) - Prelude & Silent Night,0.008551
Empirical Labs - Turtle Beach (Original Mix),0.008524
Boccherini. Luigi - Cello Concerto In C Major. G. 477,0.008514
Black Sheep - The Choice Is Yours (Album Version),0.008473
Chubby Checker - Limbo Rock,0.00847
Outkast - The Whole World,0.008449
Nine Inch Nails - The Only Time,0.008419
Pete Fountain - While We Danced At The Mardi Gras,0.008375
Rev Theory - Hell Yeah,0.008359
Rhianna (Holiday) - It Just Don't Feel Like Xmas (Without You),0.008338
Alexander O'Neal (Holiday) - The Christmas Song (Chestnuts Roasting On An Open Fire),0.008295
Robert Johnson - Last Fair Deal Gone Down,0.008264
Christina Aguilera (Holiday) - Have Yourself A Merry Little Christmas,0.008252
Funck. David - Suite In D,0.008236
Deuter - Coral Gardens,0.008163
Jimmy Somerville - To Love Somebody,0.008159
Beres Hammond? Flourgon - Bounce,0.00814
Maynard Ferguson - Everybody Moan,0.008131
Light This City - Exile,0.008071
Jeff Lorber - Chopsticks,0.00807
Dead Confederate - Tortured Artist Saint,0.00807
Rosetti. Antonio - Symphony In G Major. A 40?K 1 No 22,0.008042
Jon Schmidt - Solace,0.008034
Public Enemy - Don't Believe The Hype,0.008031
The Bronx - False Alarm,0.008017
Booker Ervin - Lynn's Tune,0.008003
Sam Bush - Mr. Freddie,0.008002
Compulsion - Rapejacket,0.00797
Z-Ro - Keep On (Chopped & Screwed),0.007937
Kaskade - Move For Me,0.007925
"Eddie ""Lockjaw"" Davis - Trane Whistle",0.007901
Patrick Lundy - That's Who He Is (Live),0.00786
Devil Sold His Soul - Between Two Words,0.007845
Kalmah - Withering Away,0.007804
Faure. Gabriel - Sonata For Cello & Piano No. 1 In D Minor. Op. 109,0.007749
Assemblage 23 - Damaged,0.007722
Fosforito - Nunca Te He Mendtido (Bulerias De Cadiz),0.007682
Marvin Gaye - How Sweet It Is (To Be Loved By You),0.007679
Sever Your Ties - Hand In Hand,0.007654
Patra - Romantic Call,0.00764
Arrested Development - Mr. Wendal,0.007587
Nas - Represent,0.007577
Dan Crary - On The Fritz,0.007576
Mojo Nixon and the Toadliquors (Holiday) - Boogie Woogie Santa Claus,0.007567
Pee Wee Hunt & His Orchestra - Twelfth Street Rag,0.007563
Jake Schepps - Origami,0.00755
Nine Inch Nails - Kinda I Want To,0.007527
Rosetti. Antonio - Symphony In D Major. A 12?K 1 No 12,0.00752
Alter Bridge - Buried Alive,0.007512
Tommy Emmanuel - One Mint Julep,0.007484
Lone Ranger - Collie Rock,0.007459
Tommy Emmanuel - Windy & Warm,0.007423
The Kingsmen - Louie Louie,0.007422
Furry Lewis - This Time Tomorrow,0.007391
Sonicflood - I Want To Know You (In The Secret),0.007367
Cal Tjader - Sambo Do Suenho,0.007364
Foghat - Dreamer,0.007318
Liquid Mind - Thought Museum,0.007239
Tony Bennett - What A Wonderful World,0.007231
Bonerama - Funky Miracle,0.00717
Justifide - Pointing Fingers,0.007162
HH - Planetary,0.00716
Guardian - Sister Wisdom,0.007143
Deuter - Marfa Lights 2,0.007119
George Acosta - Another Way (Club Mix),0.007112
J-Dilla - Crushin' [Instrumental],0.007111
Steve Winwood - While You See A Chance,0.00709
Klute - I'll Do Anything (You Want Me To),0.007022
The Pointer Sisters - Jump,0.007019
George Acosta - Precious,0.007016
Dean Martin - Memories Are Made Of This,0.006999
The Allman Brothers Band - Little Martha,0.006929
Broken Social Scene - Stars And Sons,0.006916
Fireball Ministry - In The Mourning,0.006908
Zion - Zun Da Da,0.006876
Paul Oakenfold - Time Of Your Life (feat. Perry Farrell),0.006868
Broken Social Scene - 7?4 (Shoreline),0.006827
Christina Aguilera (Holiday) - The Christmas Song,0.006812
Lorie Line - Faith Of Our Fathers,0.006796
George Michael - Faith,0.006735
The Beatles - A Day In The Life,0.006734
Soulfly - Babylon,0.006702
Midnight Star - No Parking,0.006699
Wolfmother - Colossal,0.006641
XTC - Chalkhills And Children,0.006589
Al Di Meola - Milonga Del Angel,0.006588
Eric Harringer & John Paul Lacey - Morning Sun,0.006572
Diego El Cigala - Amar Y Vivir,0.006569
Boccherini. Luigi - String Quartet In D Major. G. 165 (Op. 8?1),0.006497
David Darling - Lady Child's Dream,0.006493
Chick Corea Elektric Band - Beneath The Mask,0.006491
Lindsay Lohan - Rumors,0.006487
Albert King - I'll Play The Blues For You (Live),0.006405
Liquid Mind - Breathe In Me,0.006397
Gordon Bok - Herring Croon,0.006394
Guns N' Roses - Chinese Democracy,0.006256
The Beatles - A Day In The Life (Love Version),0.006253
Robbie Seay Band - Love Wins,0.006215
Cherubini. Luigi - Symphony In D Major,0.0062
John Scofield - A Go Go,0.006198
Del Tha Funkee Homosapien - Burnt (feat. The Hyrogliphics),0.00618
Lisa Loeb (Holiday) - Jingle Bells,0.006159
George Acosta - Save Me (Push Remix),0.006108
J-Dilla - Take Notice,0.006103
La Sonora Dinamita - La Cortina,0.006092
Bill Haley & His Comets - (We're Gonna) Rock Around The Clock,0.006073
Classified Project - Resurrection (Original),0.006064
Ani DiFranco - As Is (Live 11.16.03),0.006056
Chris Bocast - Quantum Entanglement,0.006036
Euge Groove - Get Em Goin',0.006008
Plastic Little - Hola Plastique,0.005955
The Duskfall - Trust Is Overrated,0.005922
Justifide - Escape,0.005885
Chopin. Fryderyk - Etudes (12) for piano. Op. 25. CT. 26-37,0.005872
Scorpions - New Generation,0.005833
Sonny Rollins - Striver's Row (Live),0.005813
Prince - Controversy,0.005804
Rachmaninov. Sergey - Preludes (10) For Piano. Op. 23,0.005798
Otis Spann - Mule Kicking In My Stall,0.005791
Glen Brown - Wicked Tumbling Version,0.005764
Nas - Street Dreams,0.005748
Nas - Got Ur Self A...,0.005727
Jazzy Jeff & The Fresh Prince - Summertime '98 (SoulPower Remix),0.00571
RJD2 - Get It,0.005701
George Acosta - The Storm,0.005676
Boccherini. Luigi - String Quartet In G Minor. G. 205 (Op. 32?5),0.005668
Heritage Hall Jazz Band (Holiday) - Silver Bells,0.005655
Milt Jackson - These Foolish Things,0.005641
Katalyst - Break Up,0.005581
Decal - Some Kind Of Random,0.005579
Couperin. Francois - Ignitum Eloquium Tuum. Motet Verset For 2 Sopranos. 2 Violins & Continuo (4 Versets D'un Motet),0.005577
George Michael - Fastlove (Forthright Edit),0.005554
Sarah McLachlan - Homeless,0.005532
Marvin Gaye - Sexual healing,0.005505
"Boccherini. Luigi - Quintet For Guitar & Strings In D Major (""Fandango""). G. 448 (Arrangement Of String Quintets. G. 270 & 341)",0.005478
Public Enemy - Can't Truss It,0.005451
John Jacob Niles (Holiday) - Jesus. Jesus. Rest Your Head,0.005446
Robin Bullock - Rigler's March-Rex's Rambles,0.005439
Kit McClure Band - One O'clock Jump,0.005431
Don Ross - Give Me Seven Reasons,0.005393
The Gene Harris Quartet - Sweet And Lovely,0.005353
Boieldieu. Francois-Adrien - Concerto For Harp & Orchestra In C. Op.77,0.005318
Beres Hammond - Who Say (feat. Buju Banton),0.005312
Rihanna - Pon De Replay,0.005286
Jackson 5 - Abc,0.005236
Dimmu Borgir - Allegiance,0.005224
Nine Inch Nails - Slipping Away,0.005218
Maynard Ferguson - The Wailing Boat (Live),0.005211
Sound Providers - Autumn's Evening Breeze,0.005201
Lorie Line - I Surrender All,0.005201
Guardian - Let It Roll,0.005199
Converge - You Fail Me,0.005184
Toots & The Maytals - Funky Kingston,0.005166
Lauryn Hill - Ex-Factor,0.005157
Christopher Lawrence - Hot Rod,0.005142
Verdi. Giuseppe - Luisa Miller. Opera,0.005135
Endre - Kallocain (Robert Nickson Remix),0.005127
FC Kahuna - Machine Says Yes,0.005115
Jackie Wilson - Lonely Teardrops,0.005098
Project 86 - Something We Can't Be,0.005091
Milt Jackson - The Song Is Ended,0.005082
Nine Inch Nails - Heresy,0.005079
Ben Webster - Someone To Watch Over Me,0.005075
Rachmaninov. Sergey - Moments Musicaux (6) For Piano. Op. 16,0.005008
AC?DC - Problem Child,0.004974
Teddy Wilson - King Porter Stomp,0.004965
Binary Finary - 1999,0.004948
Eric Harringer & John Paul Lacey - Romance,0.004947
Kai Winding - Doodlin',0.004944
Donnie McClurkin - Yes You Can,0.004935
Redman - Tonights Da Night,0.004879
David Grisman & Tony Rice - Song For Two Pamelas,0.004877
Little Milton - My Back Scratcher,0.004866
James Brown - Funky President,0.004861
Paul Horn - Now Hear This,0.004853
Leftfield - Swords,0.004847
Toshiko Akiyoshi - 52nd St. Theme,0.00483
Boccherini. Luigi - Minuet in A major. arrangements (after String Quintet in E major. Op.11?5 [aka Op. 13?5]. G. 275),0.004805
In Flames - The Hive,0.004779
DJ Drama & Lil' Wayne - Gettin' Some Head,0.004763
Gouryella - Walhalla,0.004727
Freddie Jackson - You Are My Lady,0.004707
Verdi. Giuseppe - Sacred Pieces (4). For Chorus & Orchestra (Quattro Pezzi Sacri),0.004705
Allure - Rejected,0.00466
Beau Jocque & The Zydeco Hi-Rollers - Chere Mignonne (Dear Cute One),0.004644
Roni Size & Reprazent - Brown Paper Bag (Roni Size Full Rap Remix),0.004604
Christopher Lawrence - October's Child,0.004601
Eric Harringer & John Paul Lacey - Nature's Way,0.004599
Roberto Roena - El Pueblo Pide Que Toque,0.004568
Shalamar - Make That Move,0.004558
Outkast - So Fresh. So Clean,0.004549
Butch Thompson (Holiday) - God Rest Ye Merry Gentlemen,0.004544
God-Des - Debate,0.00452
Rihanna - Shut Up And Drive,0.004502
James Brown - Get Up Offa That Thing  (Ali Dee Remix),0.004497
Entombed - Full Of Hell,0.004491
Frank Cornelius - Brick House,0.004485
Beres Hammond? Flourgon - Feel Like,0.004471
Anthony Wonsey Trio - Just You. Just Me,0.004467
Michael Burns - The Ambience,0.004464
Justin Timberlake - What Goes Around...?...Comes Around (Interlude),0.004459
L.T.D. - Back In Love Again,0.00445
Brother Ali - Blah Blah Blah (feat. Slug),0.004419
DJ Khaled - Out Here Grindin',0.004406
Baguer. Carlos - Symphony No. 13 In E Flat Major,0.004404
Prince - Let's Work,0.004304
Arrested Development - Tennessee,0.004295
Diego El Cigala - Ana. Dolores Y Aurora,0.004283
Nine Inch Nails - Big Man With A Gun,0.004283
Nas - Ether,0.004255
Marky Ramone - Blitzkrieg Bop,0.004253
Margot Meets The Melody Maker - Torch (Extrawelt Remix),0.004226
Anita Ward - Ring My Bell,0.004203
Stars Of The Lid - Gasfarming,0.004173
Rosetti. Antonio - Symphony In F Major. A 33?K 1 No 24,0.004156
Nice & Smooth - Sometimes I Rhyme Slow,0.004149
Mumbles - Prema's Dilema,0.004138
Gotan Project - Vuelvo Al Sur,0.00413
Powder (Holiday) - Christmas Don't be Late (Chipmunk Song),0.004099
Pete Fountain - Someday Sweetheart,0.004096
2Pac (Tupac) - Against All Odds,0.004079
Kruger Brothers - Up18north,0.004074
Willa Ford - I Wanna Be Bad,0.004001
Daddy Yankee - Machucando,0.003986
Boccherini. Luigi - Symphony In B Flat Major. G. 493 (Op. 21?1),0.003958
Mendelssohn. Fanny - String Quartet In E Flat Major,0.003946
Filter - Welcome To The Fold,0.003929
Laurence Juber (Holiday) - God Rest Ye Merry Gentlemen,0.003923
Palmgren. Selim - May Night. For Piano,0.003912
"Boccherini. Luigi - Quintet For Guitar & Strings In C Major (""La Ritirada Di Madrid""). G. 453 (arrangement Of Piano Quintet. G. 409)",0.00391
Lorie Line - Norwegian Wood,0.003902
Say Hi To Your Mom - Blah Blah Blah,0.003901
Steve Roach & Robert Rich - Going Inland,0.003843
LFO (Pop) - Summer Girls,0.003839
Rihanna - Don't Stop The Music,0.003826
The Rolling Stones - Complicated,0.003825
RJD2 - Solomon Jones,0.003815
Clifford Brown - Brownie Speaks,0.003796
Byron Cage - Breathe,0.00377
Jimmy Cliff - Look At The Mountains,0.003769
Mars Lasar - Untouchable,0.003719
Assemblage 23 - Opened,0.003716
Nate Dogg (Holiday) - Be Thankful,0.003707
Beck. Ignaz. Franz - Overture (Sinfonia) In G Minor. Op. 1?1 (Callen 1),0.00369
Eric Harringer & John Paul Lacey - Ageless,0.003646
Boccherini. Luigi - String Quartet In E Flat Major. G. 201 (Op. 32?1),0.003609
The Sword - Freya,0.003597
Baguer. Carlos - Symphony No. 16 In G Major,0.003582
Justin Timberlake - Like I Love You (feat. Clipse),0.003552
Lee Sykes - Lock Jaw,0.00353
Ben Webster - Tenderly,0.003508
The Commodores - Brick House,0.003466
Seba & Lo-Tec - So Long,0.003461
Buddy Bregman - Derek's Blues,0.003459
Butch Thompson (Holiday) - Silent Night,0.003452
Albert King - Born Under A Bad Sign (Live),0.003409
Conjure One - Extraordinary Way (Antillas Mix),0.003406
The Roots - Guns Are Drawn,0.003399
Boccherini. Luigi - Sonata for cello & continuo in C major. G. 17,0.003389
Milt Jackson - Little Girl Blue (Live),0.003383
Teddy Wilson - Easy To Love,0.00337
Ronan Hardiman - Celtic Dream,0.003323
Zion - Fantasma,0.003317
Michael Spence - Is This Love,0.003283
Cal Bennett - Whole Soul Stroll (Live),0.003277
Benny Carter - Laura,0.003248
Jose Zamora & Damian DP - Transatlantic (feat. Paleday),0.003206
Tim Sparks - Trap Hill Breakdown,0.003169
Critters Buggin - 5?4 F.T.D.,0.003161
Chopin. Fryderyk - Piano Sonata No. 3 in B minor. Op. 58. CT. 203,0.003156
Haden. Charlie. And Quartet West - Moonlight Serenade,0.003145
Young Jeezy - My Hood,0.003143
Fastball - Which Way To The Top,0.003092
Twilight 22 - Electric Kingdom,0.00309
Filter - Spent,0.003062
Schumann. Robert - String Quartet No. 2 in F major. Op. 41?2,0.00304
Covenant - Figurehead,0.003025
Our Brother The Native - We Are The Living,0.003017
C+C Music Factory - Things That Make You Go Hmmmm?..,0.003015
Furry Lewis - Long Tall Gal Blues,0.003014
Visionaries - Love (Hip-Hop),0.003007
Deep Purple - Smoke On The Water (Live 1973),0.00297
James Brown - Super Bad. PTS.1&2,0.002936
Junior Mance Trio - Smokey Blues (Live),0.002897
Lil Scrappy & Trillville - No Problem,0.002876
Laurence Juber (Holiday) - Good King Wenceslaus,0.00287
Take 6 - Sing A Song,0.002862
Deuter - Black Velvet Flirt,0.002857
Charlie Lincoln - Depot Blues,0.002848
Jazzy Jeff & The Fresh Prince - Summertime,0.00283
Seal - Wild,0.002829
Chopin. Fryderyk - Impromptu for piano in G flat major. Op. 51. CT. 45,0.002808
2Pac (Tupac) - Never Had A Friend Like Me,0.002797
Bonerama - Crosstown Traffic,0.002792
Eazy-E - Eazy-Er Said Than Dunn,0.002767
Prince - I Wanna Be Your Lover,0.00276
The Bamboos - Tighten Up,0.002751
Rockapella (Holiday) - Home For The Holidays,0.002749
RJD2 - Inhale (Remix),0.002738
Arrested Development - People Everyday (Reprise),0.002727
Corciolli - Friends (Sky),0.002722
Bill Evans & Jim Hall - I Hear A Rhapsody,0.0027
The Roots - Stay Cool,0.00269
Bonerama - Louie's Perch,0.002686
Robin Thicke - Lost Without U,0.002673
Del Tha Funkee Homosapien - Mistadobalina,0.002671
RJD2 - Ghostwriter (Remix),0.002667
Black Sheep - The Choice Is Yours (Revisited),0.002665
Chet Atkins & Les Paul - It Had To Be You,0.002658
Will Smith - Men In Black,0.002656
George Acosta - Silence (DJ Tiesto's In Search Of Sunrise Remix),0.002648
Digital Underground - Same Song,0.002603
John Danley - Dust For Sparrows,0.002601
Keith Oxman - Serenity,0.002599
Cherubini. Luigi - String Quartet No. 6 In A Minor,0.002596
Ziggy Marley - Be Free,0.002585
Iron Maiden Tribute Band - Run To The Hills,0.002575
Klute - Now Always Forever,0.00255
John Scofield - Rule Of Thumb,0.002534
Rosetti. Antonio - Symphony In C Major. A 9?K 1 No 21,0.00253
Melvin Taylor - Texas Flood,0.002528
Beres Hammond - Come Back Home,0.002506
Preston Reed - Love In The Old Country,0.002501
Deuter - Marfa Lights 1,0.002499
Brian Eno - Stars,0.002498
Prince - Kiss,0.002485
L.T.D. - Jam,0.002458
Klute - Oshima,0.002437
Frank Foster - John R. And Garfield,0.002434
Jazzy Jeff & The Fresh Prince - Parents Just Don't Understand,0.002399
The Time - Jungle Love,0.002396
Young Jeezy - And Then What,0.002395
Markus Reuter - The Increase Of Faith,0.002393
Grandmaster Flash & The Furious Five - Freedom,0.002389
David Wilcox - Language Of The Heart,0.002378
Sonny Rollins - On Green Dolphin Street,0.002373
Sonny Rollins - Like Someone In Love,0.002365
Jon Schmidt - Night Song,0.002359
Nachtmystium - Code Negative,0.002352
In Flames - Take This Life,0.002336
Nas - Get Down,0.002336
Dave Holland - Blue,0.002335
Chris Bocast - Hearts' Rest,0.00232
Lee Morgan - Sneaky Pete,0.002306
Thalia - Me Pones Sexy (I Want You) (feat. Fat Joe),0.002298
Gotan Project - El Capitalismo Foraneo,0.002297
The Grinder - Man Into Space,0.002293
Hilary Stagg - Spirit Dancers,0.002292
Boccherini. Luigi - String Quintet For 2 Violins. Viola & 2 Cellos In G Minor. G. 351 (Op. 42?4),0.00228
Lee Morgan Quintet - The Gigolo,0.002278
Digital Underground - The Humpty Dance,0.00226
Paul Oakenfold - Sex 'n' Money,0.002252
James Brown - Get Up Offa That Thing,0.002247
Milt Jackson - Sweet And Lovely,0.002238
Sade - Paradise,0.002235
System F - Out Of The Blue,0.002194
Dj Baby Anne & Jen Lasher - Fear2,0.002189
Justin Hinds & The Dominoes - Carry Go Bring Come (Ska Version),0.002179
Lo Fidelity Allstars - Battle Flag,0.002119
Mickey Hart & Zakir Hussain - Funky Zena,0.002117
Soda Stereo - Cuando Pase El Temblor,0.002097
Paul Oakenfold - Faster Kill Pussycat,0.002089
Groove Coverage - Runaway,0.001942
Paul Oakenfold - Amsterdam,0.001915
Brother Ali - Forest Whitiker,0.001914
Michael Burns - Into Nothing (Hamel's Last Time For 9 Mix),0.001908
Bonerama - Cabbage Alley,0.001903
Assemblage 23 - Longevity,0.001902
Bonerama - Ocean,0.001899
Roni Size & Reprazent - Mexican,0.001885
The Brand New Heavies - BNH,0.001882
Will Ackerman - If You Look,0.001876
Chopin. Fryderyk - Nocturnes (3) For Piano. Op. 9. Ct. 108-110,0.001838
The Roots - Love Of My Life (Live),0.00183
Boccherini. Luigi - String Quartet In D Major. G. 203 (Op. 32?3),0.001826
Pepe Bradock - Un Pepe Dans La Dentelle,0.001816
Bassnectar - Creation Lullabye,0.001807
Talib Kweli - Supreme Supreme,0.001784
Howard Roberts - Watermelon Man,0.001757
Mr. Scruff - Chipmunk,0.001755
The Pharcyde - Bullsh*t (Instrumental),0.001746
Robert Shaw Chorale (Holiday) - Carol Of The Bells ? Deck The Halls,0.001745
Funkadelic - One Nation Under A Groove,0.001745
Sourvein - Septic Werewolves,0.001731
Nine Inch Nails - No. You Don't,0.001714
Yellowman - Hold On To Your Woman,0.001695
Bonerama - Freddie,0.001689
Dittersdorf. Karl Ditters von - Concerto For Viola & Orchestra In F,0.001661
2Pac (Tupac) - All Eyez On Me,0.001657
Dittersdorf. Karl Ditters von - Concerto For Harp. 2 Oboes. 2 Horns & Stringorchestra In A Major,0.00165
Roni Size & Reprazent - Hi-Potent,0.001643
The Bird And The Bee - How Deep Is Your Love,0.001636
Vengaboys - We Like To Party!,0.001634
Teddy Wilson - Body And Soul,0.001623
James Cotton - Mighty Long Time,0.001617
Dan Deacon - Wooody Woodpecker,0.001615
Gnarls Barkley - Smiley Faces [Live On Later With Jools Holland],0.001588
Klute - Crosby,0.001576
Covenant - Dead Stars (Version),0.001567
Everton Blender - I Love Jah Jah,0.001559
Kenny G - G-Bop,0.001554
Cold Grits - It's Your Thing,0.001529
Sterling (Electronica) - Desperation,0.001503
Kaskade - Honesty,0.001497
Caia - Afterwards @ The Bar,0.001476
DJ Khaled - I'm So Hood,0.001446
Fairfield Four - How I Got Over,0.001442
Deuter - Empty Shore,0.001428
Chino Espinoza -Los Duenos Del Son - Hector Lavoe Medley,0.001409
Corciolli - Children (Lake),0.001395
"Mealli. Giovanni - Sonata For Violin & Continuo. Op. 3?6 (""La Sabbatina"")",0.001364
Chopin. Fryderyk - Nocturnes (2) for piano. Op. 48. CT. 120-121,0.001349
