id,song,rock
1319,Fergie - Big Girls Don't Cry,0.037189
649,Justin Timberlake - Like I Love You (feat. Clipse),0.037165
104,Bing Crosby - I Don't Know Why (live),0.037019
333,Take 6 - Sing A Song,0.036877
779,Daddy Yankee - Machucando,0.036783
1713,Z-Ro - Mo City Don (Freestyle),0.03677
1348,The Beatles - Here Comes The Sun ? The Inner Light (Transition) (Love Version),0.036744
295,Peggy Lee & Art Lund (Holiday) - Winter Weather,0.03669
1847,Rilo Kiley - A Man ? Me ? Then Jim,0.036684
615,Grand Ole Party - Look Out Young Son,0.036628
1823,Roger - I Want To Be Your Man,0.03649
1518,Furry Lewis - Falling Down Blues,0.036456
1558,Sarah McLachlan - Homeless,0.036292
1580,Stephen Kellogg & The Sixers - Maria,0.036216
65,Outkast - The Way You Move,0.036077
1320,Fergie - Glamorous,0.036076
1269,The Roots - Guns Are Drawn,0.036042
996,Bill Connors - It Be FM,0.035971
1276,Kitty Kallen - Little Things Mean A Lot,0.035962
434,Lazy Lester - My Home Is A Prison,0.035894
1291,Donnie McClurkin - We Fall Down (Live),0.035887
1799,Nate Dogg (Holiday) - Be Thankful,0.035871
1168,Janet Beazley - White (Long Time Travelin'),0.035672
866,The Allman Brothers Band - Little Martha,0.035295
683,Will Smith - Men In Black,0.035223
309,The Paul Butterfield Blues Band - Love Her With A Feeling,0.03518
229,Trentemoller - Prana,0.035118
1317,Tito - Caile,0.0351
1859,Nas - Street Dreams,0.035078
1862,Nas - Represent,0.034922
1478,Stevie Wonder - For Once In My Life,0.034812
62,Livin' Joy - Don't Stop Movin',0.034754
900,Kidz In The Hall - Mr. Alladatsh*T,0.034737
1785,Phil Wickham - Spirit Fall,0.034698
1322,The Beatles - Maxwell's Silver Hammer,0.034694
1671,Mr. Scruff - Chipmunk,0.034685
896,Kidz In The Hall - The Pledge,0.034622
745,Ian Van Dahl - Inspiration,0.034207
1630,Joseph Arthur - Favorite Girl,0.034173
1379,Gordon Bok - Sailor's Carol,0.03413
1851,The Del McCoury Band - Dry My Tears And Move On,0.033956
911,Dan Crary - Amsterdance,0.033947
661,Ryan Montbleau Band - It's All Been Done Before,0.03386
938,Wes Montgomery - Road Song,0.033759
579,War - Why Can't We Be Friends,0.03375
640,Dean Martin - You're Nobody Till Somebody Loves You,0.033649
1551,Toots & The Maytals - 54-46 That's My Number,0.033632
578,Jose Zamora & Damian DP - Transatlantic (feat. Paleday),0.033583
1554,Toots & The Maytals - Time Tough,0.033509
631,"Couperin, Francois - L'Espagnole (La Visionnaire), For 2 Violins & Continuo (Les Nations)",0.033406
391,Rosalia De Souza - Nem Que Seja A Nado,0.033391
778,Daddy Yankee - Gasolina,0.033295
1634,Rihanna - Hate That I Love You,0.033122
885,Toshiko Akiyoshi - 52nd St. Theme,0.033043
1454,Say Hi To Your Mom - Blah Blah Blah,0.032955
1612,John Tesh - Key Of Love (live),0.032859
696,Brother Ali - Forest Whitiker,0.032696
744,Don Carlos - Booming Ball,0.032678
1486,Betty Everett - It's In His Kiss (The Shoop Shoop Song),0.032423
522,Sonny Rollins - There Are Such Things,0.032383
1566,Boz Scaggs - It All Went Down The Drain (Live),0.031908
1157,The Essex - Easier Said Than Done,0.031824
892,Dan The Automator - Sleep,0.031521
247,Kaskade - Move For Me,0.031379
1835,Avril Lavigne - I'm With You,0.031362
1368,The Cambridge Singers & Orchestra (Holiday) - O Little One Sweet,0.031327
1676,Doc Watson - Little Orphan Girl (Live),0.031315
261,Antonio Carlos Jobim - Tide,0.031218
1683,Doc Watson - Banks Of The Ohio (Live),0.031081
843,The Pharcyde - On The DL,0.03104
1682,Doc Watson - Down In The Valley To Pray,0.031025
356,James P. Johnson - What Is This Thing Called Love,0.031011
730,Seba & Lo-Tec - So Long,0.030892
899,Kidz In The Hall - Dumb*ss Tales,0.03085
1522,Marvin Gaye - Sexual healing,0.030828
666,DJ Khaled - We Takin' Over,0.030763
538,Dan Gibson - Adventureous Spirit,0.030582
722,"Faure, Gabriel - Sonata For Cello & Piano No. 2 In G Minor, Op. 117",0.030456
1115,Mildred Bailey (Holiday) - I've Got My Love To Keep Me Warm (feat. Red Norvo),0.030361
1653,Jake Schepps - Bluff's Collar,0.030323
854,Corciolli - Forest Spirit,0.030189
1814,Sam Bush - Harbor Docks,0.03011
32,Ella Fitzgerald - A Fine Romance,0.03008
529,John Danley - Atlas Bone,0.029952
493,Byron Cage - Breathe,0.029917
718,Spyro Gyra - Summer Fling,0.029914
484,Alc (A Lo Cubano) - Vanilla Y Chocolate,0.029903
1072,Garfield Akers - Cottonfield Blues Part 1,0.029898
808,Lee Ritenour & Larry Carlton - Crosstown Kids,0.029881
512,Sonny Rollins - A Nightingale Sang In Berkeley Square (Live),0.029803
1512,Furry Lewis - Long Tall Gal Blues,0.029725
914,Dan Crary - Lime Rock,0.02958
1109,"Verdi, Giuseppe - La Forza Del Destino, Opera",0.0295
637,Dean Martin - On The Street Where You Live,0.029395
63,Leroy Carr - My Woman's Gone Wrong,0.029388
809,Poppa Hop & His Orchestra (Holiday) - Merry Christmas Darling,0.029358
1632,Rihanna - Break It Off,0.029207
772,"Baguer, Carlos - Symphony No. 13 In E Flat Major",0.029105
829,Port O'Brien - I Won't Look Back,0.02904
1161,Robin Bullock - Rigler's March-Rex's Rambles,0.028826
999,"Ruben Studdard - Fix it, Jesus (feat. Harvey Watkins Jr.)",0.02882
844,The Pharcyde - Passing Me By,0.028776
979,Bessie Smith (Holiday) - At The Christmas Ball,0.028706
412,Wumpscut - Rusty Nails From Hell,0.028668
16,Jerry Douglas?Russ Barenberg?Edgar Meyer - Big Bug Shuffle,0.028506
1158,Fred McDowell - Write Me A Few Of Your Lines,0.028412
1706,Natasha Bedingfield - Pocketful Of Sunshine,0.028411
1118,Jazzy Jeff & The Fresh Prince - Summertime,0.02839
346,Lisa Loeb (Holiday) - Jingle Bells,0.028325
141,Newcleus - Jam On It,0.028304
1288,Donnie McClurkin - Again,0.028274
889,Dan The Automator - Bang The Ball (Instrumental),0.02818
1390,Serena Ryder - Coconut Grove,0.02803
1245,Houston Person - Two Rb's,0.028021
1761,Lefty Frizzell - My Rough And Rowdy Ways,0.027982
746,Ian Van Dahl - Castle In The Sky,0.027675
224,Melissa Ferrick - Fear And Time,0.027624
524,? And The Mysterians - Can't Get Enough Of You Baby,0.027587
330,George Michael - Father Figure,0.027562
788,Dave & Ansel Collins - Nuclear Weapon,0.02753
665,DJ Khaled - Out Here Grindin',0.02747
245,Catherine Maclellan - River Valley Plains,0.027469
776,Boyz II Men (Holiday) - Let It Snow,0.027457
1795,Seu Jorge - O Samba Tai,0.027452
998,Ruben Studdard - Shout To The Lord,0.027261
208,J-Dilla - Take Notice,0.027246
1681,Doc Watson - Spike Driver Blues,0.027233
784,Adele - Hometown Glory,0.027201
839,Teddy Wilson - King Porter Stomp,0.027194
1213,Les Brown And His Band Of Renown - Moonlight In Vermont,0.027177
858,Corciolli - Rain,0.027042
71,Melvin Taylor - Texas Flood,0.026855
1747,Lutan Fyah - No More Suffering,0.026653
1303,Cold Grits - It's Your Thing,0.026652
1140,Ella Fitzgerald & Louis Armstrong - Cheek To Cheek,0.026512
796,Fats Waller (Holiday) - Winter Weather,0.026425
1818,Sam Bush - Spooky Lane,0.026211
1805,Jim Henry+Brooks Williams - On The Rollin' Sea,0.026152
1792,The Dirty Projectors - Since I Opened,0.02613
381,Michael Martin Murphey - Talkin' To The Wrong Man,0.026111
1637,Donald Byrd & Doug Watkins - If I Love Again,0.026067
1660,George Acosta - Save Me (Push Remix),0.025613
975,Roni Size & Reprazent - Snapshot,0.025333
515,Sonny Rollins - Manhattan,0.025242
957,Tex Beneke - I Know,0.025158
732,Gene Ammons - My Romance,0.025136
752,Tommy Emmanuel - One Mint Julep,0.025037
966,Skafish (Holiday) - Joy To The World,0.02498
1780,Christina Aguilera (Holiday) - This Christmas,0.024944
214,Chuck Loeb - Fundamentally Sound,0.024929
431,Pepe Aguilar - Me Falta Valor,0.024914
466,Soda Stereo - Cuando Pase El Temblor,0.024834
1473,The Four Aces - Mister Sandman,0.02482
165,"Rachmaninov, Sergey - Piano Concerto No. 1 In F Sharp Minor, Op. 1",0.024808
75,Laura Pausini - Viveme,0.024757
496,Mahalia Jackson - Trouble Of The World,0.024754
1675,Doc Watson - Liitle Orphan Girl (Live),0.024736
489,Larry Carlton - Roll With It,0.024726
617,The Crests - Sixteen Candles,0.02472
1804,Jim Henry+Brooks Williams - Malted Milk,0.024714
787,Adele - Melt My Heart To Stone,0.024691
1517,Furry Lewis - Big Chief Blues,0.02469
1811,Jarabe De Palo - Agua,0.024648
432,Pepe Aguilar - Perdoname,0.02445
738,Band Of Horses - The Funeral,0.024383
919,Dan Crary - Cape Foulweather,0.02423
1514,Furry Lewis - This Time Tomorrow,0.024114
294,Josh White - Trouble,0.02387
157,Justin Hinds & The Dominoes - Over The River,0.023838
1256,Prince - Kiss,0.023784
377,Junior Mance Trio - Smokey Blues (Live),0.02375
1843,2Pac (Tupac) - Death Around The Corner,0.023668
373,Luis Miguel - Hasta Que Me Olvides,0.023603
37,Ella Fitzgerald - It's Only A Paper Moon,0.023581
566,Alison Krauss - When You Say Nothing At All,0.023492
685,Bryan Sutton - Grover Glen,0.023364
59,Franco De Vita - Como Decirte No,0.023232
532,Kokomo Arnold - Milk Cow Blues,0.023215
399,R. Kelly - Half On A Baby,0.023176
34,Ella Fitzgerald - Crying Mood,0.023116
915,Dan Crary - On The Fritz,0.023053
1057,James Cotton - Blues For Jacklyn,0.023024
1489,Rissi Palmer - Hold On To Me,0.022966
1576,Mike Dowling - Mean Old Frisco,0.02292
234,Sterling (Electronica) - Desperation,0.022873
1044,Blackmore's Night (Holiday) - Ma-O-Tzur,0.022857
1301,Everton Blender - I Love Jah Jah,0.022667
1650,Twilight 22 - Electric Kingdom,0.022609
67,Outkast - I'll Call Before I Come (feat. Eco & Gangsta Boo),0.022602
780,Daddy Yankee - Rompe,0.022466
167,"Rachmaninov, Sergey - Piano Concerto No. 3 In D Minor, Op. 30",0.022439
1484,Young Jeezy - Soul Survivor,0.022384
672,Dave Holland - Blue,0.02229
1680,Doc Watson - Walk On Boy,0.02227
1248,"Will Bradley & His Orchestra - When You And I Were Young, Maggie",0.022237
798,The Fiery Furnaces - Here Comes The Summer,0.022235
103,Bing Crosby - When You Wore A Tulip (live),0.02219
137,"Lester Young - Jump, Lester, Jump",0.022159
951,Cat Stevens - The Wind,0.022028
1629,Michael Burns - The Ambience,0.021991
1623,Iron & Wine - Each Coming Night,0.021881
138,Lester Young - Prisoner Of Love,0.021759
882,Duran Duran - Come Undone,0.021751
441,Bob Brookmeyer - Skylark,0.021676
1462,Sonorous - Pronotonic,0.02162
443,David Wilcox - Common As The Rain,0.021534
1401,Liquid Mind - Balance,0.021517
691,Al Di Meola - Tangata De Alba,0.02124
686,Bryan Sutton - Stoney Creek,0.021237
1488,Rissi Palmer - Anybody Out There,0.021177
147,Paul Horn - Now Hear This,0.021128
1827,Clint Mansell & Kronos Quartet - Lux Aeterna,0.021102
473,Yellowman - Build A Roof Over Your Head,0.021097
1065,Nitty Gritty Dirt Band - You Are My Flower,0.020838
357,James P. Johnson - You've Got To Be Modernistic,0.020827
1199,Tommy Johnson - Lonesome Home Blues (Take 2),0.020766
348,Peter White - What Does It Take To Win Your Love,0.020674
812,Louis Armstrong (Holiday) - Winter Wonderland (Mono Recording),0.020632
564,Alison Krauss - Whiskey Lullaby,0.020617
1842,2Pac (Tupac) - Keep Ya Head Up,0.020608
1748,Tom Rush - Mole's Moan,0.020369
1178,Don Ross - First Ride,0.020335
1760,Lefty Frizzell - Always Late With Your Kisses,0.020099
1832,Zion - Zun Da Da,0.020089
1581,Stephen Kellogg & The Sixers - Sweet Sophia,0.020064
689,Al Di Meola - Black Pearls,0.020012
504,Stars Of The Lid - Broken Harbors? Part 1,0.019937
1292,Donnie McClurkin - Yes You Can,0.019746
612,"Chopin, Fryderyk - Piano Sonata No. 3 in B minor, Op. 58, CT. 203",0.019725
1307,Hilltop Hoods - The Soul Of The Beat,0.019705
1707,"Lee Ann Womack (Holiday) - Baby It's Cold Outside (feat. Harry Connick, Jr.)",0.019642
609,"Chopin, Fryderyk - Nocturnes (2) for piano, Op. 48, CT. 120-121",0.019635
845,The Pharcyde - Runnin',0.019556
990,Rogue Wave - Perfect,0.019327
145,Starkillers - Discoteka (Austin Leeds & Terranova Remix),0.01921
1406,Liquid Mind - Thought Museum,0.019207
643,Dean Martin - Return To Me,0.019131
1860,Nas - The Message,0.019082
390,Rosalia De Souza - Ao Amigo Tom,0.018828
1590,Ani DiFranco - Little Plastic Castle (Live 1.25.04),0.018767
1365,The Cambridge Singers & Orchestra (Holiday) - 'Twas In The Moon Of Winter Time,0.018744
1756,Huracanes Del Norte - El Perro De Tu Marido,0.018657
372,Luis Miguel - Por Debajo De La Mesa,0.018653
978,"Lucky Thompson - Take The ""A"" Train",0.018637
1243,Midnight Star - Freak-A-Zoid,0.018498
42,Ella Fitzgerald - Bidin' My Time,0.018461
1330,The Beatles - Michelle,0.018245
680,God-Des - Debate,0.018178
1633,Rihanna - Don't Stop The Music,0.018125
1107,"Verdi, Giuseppe - Il Trovatore, Opera",0.018003
1411,Liquid Mind - Zero Degrees Zero,0.017927
670,Jack Jones - Somewhere My Love,0.017848
1120,Tony Bennett - I Wanna Be Around,0.017649
1298,The Gene Harris Quartet - The Song Is Ended,0.017607
1407,Liquid Mind - Breathe In Me,0.017602
1816,Sam Bush - Sailin' Shoes,0.017524
36,Ella Fitzgerald - I Concentrate On You,0.017493
1536,Klute - Now Always Forever,0.017482
1141,Lou Blackburn - I Cover The Waterfront,0.017422
1510,"Furry Lewis - Furry's Rag (Take Your Time, Baby)",0.017421
1817,Sam Bush - Song For Roy,0.017372
906,Loquat - Serial Mess,0.017299
1704,Robert Earl Keen - Feelin' Good Again (Live),0.017173
984,Paul Bley - Time On My Hands,0.017104
435,Lazy Lester - Nothing But The Devil,0.017025
875,Craig Pilo - Early Cynical Mystery,0.017005
759,"Berwald, Franz - Symphony No. 2 In D, ""Sinfonie Capricieuse""",0.017003
1610,Redman - Tonights Da Night,0.016986
298,Herman's Hermits - Listen People,0.016932
169,"Rachmaninov, Sergey - Rhapsody On A Theme Of Paganini (Introduction And 24 Variations), In A Minor For Piano & Orchestra, Op. 43",0.016906
1858,Nas - Nas Is Like,0.016886
721,"Faure, Gabriel - Sonata For Cello & Piano No. 1 In D Minor, Op. 109",0.016843
1270,The Roots - Love Of My Life (Live),0.016765
571,Lowell Fulson - I'm A Night Owl (Part 2),0.016763
993,Various Artists? 50 Most Loved Christmas Carols (Holiday) - While Sherherds Watched Their Flocks,0.016621
1041,"Boccherini, Luigi - Symphony In D Minor, G. 522 (Op. 45)",0.016606
785,Adele - Right As Rain,0.016606
1796,Seu Jorge - Rebel Rebel,0.016585
1163,Corrina Repp - No One's Telling,0.016578
1366,The Cambridge Singers & Orchestra (Holiday) - Angels We Have Heard On High,0.016494
1220,David Massengill - Shamas Rides,0.01647
1483,Young Jeezy - My Hood,0.016439
1302,Everton Blender - It's My Time,0.016401
1132,Men Of Steel - In Flagrante (Live),0.016306
793,Delroy Wilson - Pretty Girl,0.016216
1561,Sarah McLachlan - Perfect Girl,0.016138
1765,Kenny Clarke's Sextet - Oblique,0.016012
761,The Youth Choir Of Saint-Francois De Versailles (Holiday) - Guillo Take Your Tambourine,0.016011
1122,Tony Bennett - Steppin' Out With My Baby,0.016008
257,Antonio Carlos Jobim - Agua De Beber (Live),0.015996
444,David Wilcox - Language Of The Heart,0.015996
1376,Bunny Berigan - The Buzzard,0.015985
1438,Eric Clapton & Duane Allman - Mean Old World,0.015985
846,The Pharcyde - Bullsh*t (Instrumental),0.015958
1794,Naama Hillman - Falling,0.015907
658,Tetsu Inoue - Mini Moon,0.015869
401,Vince Gill - When I Call Your Name,0.015831
1287,The Coup - Wear Clean Draws,0.015776
430,Pepe Aguilar - A Pesar De Todo,0.015763
528,John Danley - Lorianne,0.015655
171,"Rachmaninov, Sergey - Moments Musicaux (6) For Piano, Op. 16",0.015618
813,Louis Armstrong (Holiday) - Winter Wonderland,0.015608
562,Alison Krauss - Everytime You Say Goodbye,0.015599
1583,Dennis Alcapone & Prince Jazzbo - Lorna Banana,0.015506
179,Tim Bluhm - California Way,0.015384
1277,Lords Of The Underground - Funky Child,0.015344
388,Willa Ford - I Wanna Be Bad,0.015252
1559,Sarah McLachlan - I Love You,0.015245
1560,Sarah McLachlan - Fallen,0.015127
1757,Huracanes Del Norte - Falsas Ilusiones,0.014927
833,Debbie Reynolds - Love Is A Simple Thing,0.014927
642,Dean Martin - Mr. Wonderful (Live),0.014916
446,Lady Saw - I've Got Your Man,0.014844
166,"Rachmaninov, Sergey - Piano Concerto No. 2 In C Minor, Op. 18",0.014807
853,Corciolli - Children (Lake),0.014779
341,Chick Corea Elektric Band - Beneath The Mask,0.014742
1380,Doyle Dykes - Caleb's Report,0.014681
679,Tex Atchison - Tennessee Hound Dog,0.014593
329,George Michael - Faith,0.014555
1447,DJ Drama & Lil' Wayne - Get 'Em,0.01452
1203,Pete Fountain - Just A Closer Walk With Thee,0.014388
24,RJD2 - Things Go Better,0.014321
1852,The Del McCoury Band - I'm Afraid I Forgot The Feeling,0.014262
1857,Nas - Get Down,0.014147
1482,Young Jeezy - And Then What,0.014118
1508,Peter Mulvey - Bloomington,0.014096
1272,The Roots - You Got Me,0.014046
1271,The Roots - Stay Cool,0.014043
451,Arrested Development - Mr. Wendal,0.013959
1431,Eric Harringer & John Paul Lacey - Nature's Lullaby,0.013898
750,Tommy Emmanuel - Endless Road,0.013892
590,Mickey Hart & Zakir Hussain - Funky Zena,0.013892
109,Robert Johnson - I Believe I'll Dust My Broom,0.01387
1177,Don Ross - Blue Bear,0.013843
1204,Pete Fountain - Someday Sweetheart,0.013799
904,Loquat - It's Yours To Keep,0.013735
1117,Jazzy Jeff & The Fresh Prince - Summertime '98 (SoulPower Remix),0.013734
1727,Rachel Harrington - Shoeless Joe,0.013704
868,Dave Barker - Don't Let The Sun Catch You Crying,0.013668
477,Cannonball Adderley - You' re A Weaver Of Dreams,0.013573
1635,Rihanna - Pon De Replay,0.013497
1182,La Sonora Dinamita - La Cortina,0.013405
1577,Mike Dowling - Ragged And Dirty,0.013404
1861,Nas - Got Ur Self A...,0.013397
1403,Liquid Mind - Continuity,0.013321
1605,Frank Sinatra & Bing Crosby (Holiday) - The Christmas Song ? White Christmas,0.013318
1184,Angelo Debarre Et Ludovic Beier - Passion (En Duo),0.013315
870,Anne Murray - Danny's Song,0.013295
698,Brother Ali - Blah Blah Blah (feat. Slug),0.013243
1448,DJ Drama & Lil' Wayne - Gettin' Some Head,0.01317
268,Raekwon - Verbal Intercourse,0.013047
1383,Sade - By Your Side,0.012832
500,Anointed - Mighty Long Way,0.01281
1451,"Mahler, Gustav - Symphony No. 5 in C sharp minor",0.012802
366,Laurence Juber (Holiday) - Good King Wenceslaus,0.012707
648,Justin Timberlake - SexyBack,0.012673
1409,Liquid Mind - I Am Willing,0.012612
886,Mice Parade - Circle None,0.01259
1400,Liquid Mind - My Orchid Spirit,0.012372
1435,Eric Harringer & John Paul Lacey - Whispering Winds,0.012328
463,Anita Ward - Ring My Bell,0.012204
293,Josh White - One For My Baby,0.012177
739,Georges Street - The Tartar Frigate,0.011916
1412,K-Ci & JoJo - Crazy,0.011916
1170,Cal Tjader - Mambo In Miami,0.011915
270,Lucy Kaplansky - Every Single Day,0.011913
332,Take 6 - Come On,0.011864
44,"Ella Fitzgerald - For You, For Me, For Evermore",0.011843
690,Al Di Meola - Milonga Del Angel,0.011822
1176,Don Ross - Berkley Springs,0.011797
531,John Danley - Whispering Blue,0.011767
701,Chris Bocast - Hearts' Rest,0.011709
673,Steve Lacy - Alone Together,0.011706
1456,Eggs Over Easy - 111 Avenue C,0.011681
985,"Beck, Ignaz, Franz - Overture (Sinfonia) In G Minor, Op. 1?1 (Callen 1)",0.011478
803,Ralph Stanley & The Clinch Mountain Boys - Man Of Constant Sorrow,0.01144
982,"Trebol Clan, Hector & Joan - Gata Fiera",0.01144
1180,Don Ross - Give Me Seven Reasons,0.011438
1674,Pamela Williams - Elixir,0.011281
526,Jean-Luc Ponty - Still In Love,0.011272
1223,"Cherubini, Luigi - Overtures",0.011271
20,RJD2 - Get It,0.011195
291,Josh White - Jesus Gonna Make Up My Dying Bed,0.011022
913,Dan Crary - Lady's Fantasy,0.01102
1266,Paul Siebel - My Town,0.010836
1197,Tommy Johnson - Big Fat Mama Blues,0.010508
1405,Liquid Mind - My Silent Knowing,0.010505
459,Jars Of Clay (Holiday) - God Rest Ye Merry Gentlemen,0.010469
1586,Beres Hammond - Rock Away,0.010425
559,Alison Krauss - Can't Find My Way Home,0.010294
1503,Kai Winding - Trombone For Two,0.010291
783,Katalyst - Time Bomb,0.010287
1195,Lismore - Tremolo,0.010282
891,Dan The Automator - Lyrics To Go (Remix) (Instrumental),0.010216
1060,Brian Eno - Stars,0.01018
1710,Antonio Aguilar - Triste Recuerdo,0.010154
1654,Jake Schepps - In The American West? Rocky Ford,0.010072
316,Sara Bareilles - Gravity (2003),0.009999
728,J.B. Lenoir - Louise,0.009976
5,Deuter - Sea And Silence,0.009873
264,Antonio Carlos Jobim - O Grande Amor,0.009794
1844,2Pac (Tupac) - All Eyez On Me,0.009777
1377,Gordon Bok - Herring Croon,0.009758
1318,Bruce Molsky - Buckdancer's Choice,0.009716
553,Lyle Lovett - Simple Song,0.009696
1797,Don Carlos & Golo - Tear Drops,0.009691
1589,Ani DiFranco - As Is (Live 11.16.03),0.009509
448,"Pichl, Vaclav - Symphony In C Major, Z21",0.009487
1519,Clancy Eccles - Sweet Jamaica,0.009483
777,Daddy Yankee - Cuentame,0.009442
856,Corciolli - Work (Water),0.009364
1216,The Five Blind Boys Of Alabama - Let Me Hear My Mother Pray Again,0.009313
1378,Gordon Bok - Jericho,0.009287
429,Marcus Johnson - Just Doing What I Do,0.009273
355,James P. Johnson - Keepin' Out Of Mischief Now,0.00924
1506,Juno Reactor - Silver,0.009202
847,The Pharcyde - Groupie Therapy (Instrumental),0.009151
40,Ella Fitzgerald - These Foolish Things,0.009113
1452,"Mahler, Gustav - Symphony No. 6 in A minor (""Tragic"")",0.009111
45,Ella Fitzgerald - Love Walked In,0.009043
557,Tristeza - Abrazo Distante,0.008981
756,Kate Rusby - A Rose In April,0.008956
1787,Markus Reuter - Read Aloud In Cold Blood,0.008935
1845,2Pac (Tupac) - Never Had A Friend Like Me,0.008852
1273,The Roots - Don't Feel Right (Instrumental),0.008833
767,Indigo Girls - She's Saving Me,0.008832
1274,The Roots - No Alibi,0.00879
1410,Liquid Mind - Moment Of Grace,0.008744
923,Augustus Pablo - Black Gunn,0.008738
1018,"Boccherini, Luigi - Quintet For Guitar & Strings In D Major (""Fandango""), G. 448 (Arrangement Of String Quintets, G. 270 & 341)",0.008663
1622,Iron & Wine - Communion Cups And Someone's Coat,0.008644
859,Maria Bethania & Gal Gosta - Sonho Meu,0.008624
1201,"Kathleen Edwards - I Make The Dough, You Get The Glory",0.008552
33,Ella Fitzgerald - Aren't You Kind Of Glad We Did,0.008519
81,Angelo - Save The Music,0.008503
352,The Bird And The Bee - The Races,0.008453
1537,Klute - Oshima,0.008393
416,Toots Thielemans & Elis Regina - Aquarela Do Brasil,0.008356
48,Robin Thicke - Complicated,0.008344
1656,Rose Cousins - One Love,0.008295
1429,Antonio Pinana - Cuando Llora La Guitarra,0.008195
849,The Pharcyde - Pharcyde (Instrumental),0.008153
49,Dan Crary (Holiday) - What Child Is This (USA),0.008083
414,Glen Brown - Wicked Tumbling Version,0.008067
76,"Schumann, Robert - Piano Concerto in A minor, Op. 54",0.007979
1556,Sarah McLachlan - Adia,0.007927
136,Lester Young - Foggy Day (Live At Birdland),0.007895
31,Ella Fitzgerald - I Don't Want To Take A Chance,0.007835
818,Brenda Lee (Holiday) - White Christmas,0.007783
1853,The Del McCoury Band - On The Lonesome Wind,0.007676
365,Laurence Juber (Holiday) - God Rest Ye Merry Gentlemen,0.007626
768,P.M. Dawn - I'd Die Without You,0.007606
1846,Rilo Kiley - Breakin' Up,0.007577
1299,The Gene Harris Quartet - Sweet And Lovely,0.007561
1101,Robert Henke - Signal To Noise II,0.007512
1364,Caia - Afterwards @ The Bar,0.007464
133,Kasey Chambers - Falling Into You,0.007319
168,"Rachmaninov, Sergey - Piano Concerto No. 4 In G Minor, Op. 40",0.007302
753,Tommy Emmanuel - Windy & Warm,0.007216
15,Freddie Jackson - You Are My Lady,0.007177
561,Alison Krauss - Wish I Still Had You,0.007146
916,Dan Crary - Reuben,0.007114
1361,Gyptian - Take Me Higher,0.007027
354,James P. Johnson - I've Got A Feeling I'm Falling,0.006975
462,Flip Phillips - Dream A Little Dream Of Me,0.006912
505,Stars Of The Lid - Gasfarming,0.00691
596,"Boyce, William - Ode For St. Cecilia's Day",0.006898
1280,The David Grisman Quintet - Cedar Hill (live),0.006878
110,Robert Johnson - Last Fair Deal Gone Down,0.006857
907,Loquat - Slow Fast Wait & See,0.006844
265,Antonio Carlos Jobim - The Girl From Ipanema,0.006792
1638,Lauryn Hill - Can't Take My Eyes Off Of You,0.006779
1831,Zion - Fantasma,0.006777
789,Gotan Project - Vuelvo Al Sur,0.006749
90,"Antonio Vivaldi (Holiday) - Gloria In D Major, Et In Terra Pax",0.006679
1788,Markus Reuter - The Increase Of Faith,0.006671
112,Robert Johnson - Traveling Riverside Blues,0.006585
549,Lone Ranger - Collie Rock,0.00651
1103,Ziggy Marley - Drive,0.006327
1035,"Boccherini, Luigi - Symphony In D Major, G. 503 (Op. 12?1)",0.006256
1102,Ziggy Marley - Be Free,0.006147
1137,Ella Fitzgerald & Louis Armstrong - Love Is Here To Stay,0.006146
367,Laurence Juber (Holiday) - Prelude & Silent Night,0.006121
611,"Chopin, Fryderyk - Nocturnes (3) for piano, Op. 15, CT. 111-113",0.00611
536,Dan Gibson - Cool Forest Rain,0.006108
107,Alexander O'Neal (Holiday) - The Christmas Song (Chestnuts Roasting On An Open Fire),0.0061
552,Lyle Lovett - North Dakota,0.00609
380,Rhianna (Holiday) - It Just Don't Feel Like Xmas (Without You),0.006081
419,Lorie Line - Norwegian Wood,0.006028
61,"Funck, David - Suite In D",0.005954
38,Ella Fitzgerald - Mood Indigo,0.0059
1143,Diego El Cigala - Amar Y Vivir,0.00588
1437,"John Jacob Niles (Holiday) - Jesus, Jesus, Rest Your Head",0.005868
1112,"Verdi, Giuseppe - Macbeth, Opera",0.005854
1133,Men Of Steel - O'Carolan's Quarrel With The Landlady (Live),0.005831
1360,Gyptian - My Fadah Seh,0.005734
786,Adele - Best For Last,0.005668
1396,LFO (Pop) - Summer Girls,0.00552
175,"Rachmaninov, Sergey - Symphony No. 1 in D minor, Op. 13 (lost; reconstructed from piano duets and orch. fragments)",0.005519
851,Talib Kweli - I Try,0.005474
535,John Hammond - Little Rain Falling,0.005457
1758,Huracanes Del Norte - Nomas Por Tu Culpa,0.005412
792,Delroy Wilson - It's The Same Old Song,0.005393
834,Teddy Wilson - I've Got A Crush On You,0.005389
177,"Rachmaninov, Sergey - The Isle of the Dead, symphonic poem, Op. 29",0.005353
1856,Nas - Ether,0.005334
1815,Sam Bush - Ozzie & Max,0.005314
1268,Rockapella (Holiday) - Home For The Holidays,0.005297
474,Yellowman - Hold On To Your Woman,0.00529
1441,"Dittersdorf, Karl Ditters von - Symphony After Ovid's ""Metamorphoses"" No. 4 In F Major (""Die Rettung Der Andromeda Durch Perseus"")",0.005287
1172,Fairfield Four - How I Got Over,0.005285
1224,"Cherubini, Luigi - Requiem No.2, For Male Chorus & Orchestra In D Minor",0.005276
