song,festival
Dennis Alcapone & Prince Jazzbo - Lorna Banana,0.052923
The Cars - Since You're Gone,0.052843
HH - Planetary,0.052574
James Brown - Hot Pants. PT.1,0.051972
Sonny Rollins - Ev'ry Time We Say Goodbye,0.051882
Michael Martin Murphey (Holiday) - Sleigh Ride ? Jingle Bells,0.051856
Wes Montgomery - Road Song,0.051838
John Renbourn - Trotto ? Saltarello,0.051819
DJ Khaled - I'm So Hood,0.051776
Steve Winwood - While You See A Chance,0.051489
Don Ross - Blue Bear,0.051445
La Sonora Dinamita - A Mover La Colita,0.051261
Newcleus - Jam On It,0.051195
Men Of Steel - O'Carolan's Quarrel With The Landlady (Live),0.050851
Converge - The Broken Vow,0.050798
Ella Fitzgerald - My Man,0.05051
Dean Martin - Return To Me,0.050437
James Brown - Super Bad. PTS.1&2,0.050384
Guns N' Roses - Patience,0.05031
Sterling (Electronica) - Desperation,0.050114
Del Tha Funkee Homosapien - Mistadobalina,0.050044
Liquid Mind - Lullaby For Grownups,0.04996
Finbar & Eddie Furey - Curragh Of Kildare,0.049573
Ella Fitzgerald - A Fine Romance,0.04956
Les Paul & Mary Ford - How High The Moon,0.049436
Eric Harringer & John Paul Lacey - Whispering Winds,0.049337
Ralph Stanley & The Clinch Mountain Boys - Gonna Paint The Town,0.048997
C.J. Chenier & The Rod Hot Louisiana Band - Bad Luck,0.048981
Arrested Development - Tennessee,0.048927
Ella Fitzgerald - For You. For Me. For Evermore,0.048904
Jim Henry+Brooks Williams - Gender Bender,0.048819
Mike Dowling - Ragged And Dirty,0.048787
Louis Armstrong (Holiday) - Winter Wonderland (Mono Recording),0.048704
Al Di Meola - Tangata De Alba,0.048577
The Beatles - Baby You're A Rich Man,0.048417
Keith Oxman - Serenity,0.048385
Ratt - You Should Know By Now,0.04783
The New Colony Six - I Lie Awake,0.047715
Marty Robbins (Holiday) - The Joy Of Christmas,0.047639
Johnny Horton - I'm Ready If You're Willing,0.047636
The Pogues - The Band Played Waltzing Matilda,0.047475
Augustus Pablo - Give Praise (Norris Reid),0.047464
James P. Johnson - You've Got To Be Modernistic,0.04741
Kim Wilson - High & Lonesome (live),0.047378
Ella Fitzgerald - Bidin' My Time,0.047246
John Prine - Everything Is Cool,0.046977
2Pac (Tupac) - Never Had A Friend Like Me,0.046973
Hank Williams Jr. - All My Rowdy Friends Are Coming Over Tonight,0.046547
Bryan Mann - Who Put The Bomp (In The Bomp Bomp Bomp),0.046449
Sam Bush - Ozzie & Max,0.046411
Kenny Clarke's Sextet - Oblique,0.046381
John Zorn - Zhakor,0.046201
Little Walter - Blue Baby Hard Times,0.045925
Harry Connick. Jr. - It Had To Be You,0.045391
Al Stewart - Broadway Hotel,0.045318
Tommy Emmanuel - Windy & Warm,0.0447
Antonio Carlos Jobim - O Grande Amor,0.044414
Johnny Maestro & The Crests - Angels Listened In,0.044273
Marvin Sapp - Give Thanks,0.044158
The Brand New Heavies - BNH,0.044072
Jimmy Buffett - Come Monday,0.044016
Christina Aguilera (Holiday) - The Christmas Song,0.043989
Crosby. Stills. Nash & Young - Woodstock,0.043831
Deepak Chopra & Adam Plack - Valentine To Tagore,0.043819
The Pharcyde - Groupie Therapy (Instrumental),0.043781
Harry Connick. Jr. - I Could Write A Book,0.043647
Junior Brown - Freeborn Man,0.043639
Mickey Hart & Zakir Hussain - Tars,0.043456
Albert King - Born Under A Bad Sign (Live),0.043402
J.B. Lenoir - Louise,0.043348
Lucky Thompson - Jeep's Blues,0.043201
Ella Fitzgerald & Louis Armstrong - Stars Fell On Alabama,0.043169
Lee Morgan Quintet - The Gigolo,0.043044
Endre - Kallocain (Robert Nickson Remix),0.042768
Augustus Pablo - Maka,0.04256
Lou Blackburn - I Cover The Waterfront,0.042448
Mike Dowling - Mean Old Frisco,0.042402
Andrae Crouch - Soon And Very Soon,0.042333
Nas - Ether,0.042279
Indigo Girls - Blood And Fire,0.042001
Beau Jocque & The Zydeco Hi-Rollers - Chere Mignonne (Dear Cute One),0.041829
Kai Winding - Impulse,0.041654
Grey Daturas - Hanging Man Is No Peacock,0.041056
The Beatles - Ob-La-Di. Ob-La-Da,0.040837
Cedric Im Brooks - Emavungweni,0.040663
Preston Reed - Love In The Old Country,0.040171
Jake Schepps - Origami,0.040129
George Michael - Father Figure,0.039788
Sam Bush - Sailin' Shoes,0.039656
Chet Atkins & Les Paul - It Had To Be You,0.039596
Sodom - Procession To Golgotha,0.039533
Generation J - Jesus Loves Me Medley,0.039208
Doc & Merle Watson - Gambler's Yodel,0.039185
John Tesh - Key Of Love (live),0.03915
The Allman Brothers Band - Mountain Jam (Live),0.039144
Michael Martin Murphey - Talkin' To The Wrong Man,0.039046
Mars Lasar - Untouchable,0.03903
Marvin Gaye - Let's Get It On,0.039005
Ratt - Lay It Down,0.038726
The Kingsmen - Louie Louie,0.038503
Diego El Cigala - Amar Y Vivir,0.038203
Hilary Stagg - Land Of Oz,0.03805
Ella Fitzgerald - Aren't You Kind Of Glad We Did,0.03799
The Soul Survivors - Hey Gyp,0.037984
Christopher Lawrence - Ride The Light,0.037754
Tommy Flanagan Trio - Eclypso,0.037719
The David Grisman Quintet - Cedar Hill (live),0.037713
Pete Robbins - Screwgun,0.037545
Eddie Boyd - Best I Could,0.037399
Men Of Steel - In Flagrante (Live),0.037399
Sonny Rollins - Striver's Row (Live),0.036662
Jazzy Jeff & The Fresh Prince - Summertime,0.036594
David Grisman & Tony Rice - Morning Sun,0.03654
The Association - Never My Love,0.036505
David Grisman & Tony Rice - I Am A Pilgrim,0.036299
Tomasa La Macanita - Yo Soy De Jerez (Bulerias De Cai),0.036169
Kenny G - The Way You Look Tonight,0.036143
Peggy Lee & Art Lund (Holiday) - Winter Weather,0.035913
Lyle Lovett - Simple Song,0.035704
The Pharcyde - Bullsh*t (Instrumental),0.035533
Bing Crosby - You Must Have Been A Beautiful Baby,0.035456
Scratch - Square One (feat. Bilal),0.034994
Grandmaster Flash & The Furious Five - Scorpio,0.034936
The George Lewis Band - Pork Chop,0.034816
Thalia - Me Pones Sexy (I Want You) (feat. Fat Joe),0.034479
Otis Spann - Mule Kicking In My Stall,0.03438
The Smokin' Joe Kubek Band - Mean Old World,0.033918
Chuck Berry (Holiday) - Run Rudolph Run,0.033881
James Brown - Get Up Offa That Thing,0.033276
Antonio Carlos Jobim - Por Toda Minha Vida,0.032923
Antonio Carlos Jobim - Tide,0.032896
Doctor Ross - Tailor Made,0.032877
David Grisman & Tony Rice - Banks Of The Ohio,0.03261
Cal Tjader - Sambo Do Suenho,0.032164
Hilary Stagg - Island Sweets,0.032149
Frank Sinatra & Bing Crosby (Holiday) - The Christmas Song ? White Christmas,0.032111
Doc Watson - Little Sadie,0.032085
Lorie Line - I Surrender All,0.032004
Faure. Gabriel - Sonata For Cello & Piano No. 1 In D Minor. Op. 109,0.031916
Maria Bethania & Gal Gosta - Sonho Meu,0.031915
Orchestral Manoeuvres In The Dark - If You Leave,0.031851
Poppa Hop & His Orchestra (Holiday) - Merry Christmas Darling,0.031688
La Sonora Dinamita - La Cortina,0.031246
Hugo Montenegro & His Orchestra - Theme From A Fistful Of Dollars,0.031175
Wes Montgomery - Watch What Happens,0.031174
Tony Bennett - She's Funny That Way,0.031126
Lou Blackburn - Secret Love,0.03097
Doc Watson - Banks Of The Ohio (Live),0.030783
Lowell Fulson - Western Union Blues,0.030682
Scorpions - No One Like You,0.030413
L.T.D. - Back In Love Again,0.030306
Willie Banks - God's Goodness,0.030299
Yellowman - Weed Dem (feat. Beenie Man),0.03028
Marvin Gaye - Got To Give It Up,0.03028
Clifford Brown - Hymn Of The Orient,0.030249
Skafish (Holiday) - O Come. O Come Emmanuel,0.0298
Haden. Charlie. And Quartet West - Moonlight Serenade,0.029795
Eric Harringer & John Paul Lacey - Nature's Way,0.029723
Cat Stevens - Moonshadow (Live),0.029426
Peaches & Herb - Shake Your Groove Thing,0.029344
The Youth Choir Of Saint-Francois De Versailles (Holiday) - Guillo Take Your Tambourine,0.02921
Leftover Salmon - Bend In The River (Live),0.029152
Ronan Hardiman - Celtic Dream,0.028971
Eazy-E - Eazy-Er Said Than Dunn,0.028791
John Danley - Dust For Sparrows,0.028589
Antonio Pinana - Cuando Llora La Guitarra,0.028546
Christina Aguilera (Holiday) - Have Yourself A Merry Little Christmas,0.028488
Buddy Bregman - Derek's Blues,0.028462
Raekwon - Verbal Intercourse,0.028358
Sonny Rollins - 'Round Midnight,0.028352
Bill Monroe - Molly & Tenbrooks,0.027997
The Four Aces - Mister Sandman,0.027899
Pete Fountain - High Society,0.027887
Rachmaninov. Sergey - Piano Concerto No. 3 In D Minor. Op. 30,0.027886
Nitty Gritty Dirt Band - Togary Mountain,0.027875
Katalyst - Dangerous,0.027743
Hank Williams Jr. - Whiskey Bent And Hell Bound,0.02762
Bobo Thomas - Catfish Blues,0.027619
Pee Wee Hunt & His Orchestra - Twelfth Street Rag,0.027378
Prince - I Wanna Be Your Lover,0.027231
Pee Wee Hunt & His Orchestra - Charleston,0.026995
Guardian - Sister Wisdom,0.026786
Will Ackerman - If You Look,0.026692
Willie Nix - Prison Bound Blues,0.026598
R.L. Burnside - When My First Wife Left Me,0.026595
Milt Jackson - These Foolish Things,0.026567
The Allman Brothers Band - Long Time Gone,0.026295
James Cotton - Mighty Long Time,0.026273
Lefty Frizzell - I Love You A Thousand Ways,0.025904
Toots Thielemans & Elis Regina - Aquarela Do Brasil,0.025894
Kruger Brothers - Up18north,0.025873
RJD2 - Things Go Better,0.025722
David Darling - Lady Child's Dream,0.025701
Indigo Girls - Left Me A Fool,0.025572
Arrested Development - Mr. Wendal,0.025477
Ratt - You're In Trouble,0.025471
Black Sheep - The Choice Is Yours (Revisited),0.025359
Public Enemy - Don't Believe The Hype,0.025332
Eric Harringer & John Paul Lacey - Nature's Lullaby,0.024921
Clarence Fountain - I Want To Go,0.024888
Josh White - Uncle Sam Says,0.024759
Skafish (Holiday) - Jingle Bells,0.024695
Rachmaninov. Sergey - Piano Concerto No. 4 In G Minor. Op. 40,0.024691
Lester Young - Six Cats And A Prince (Master Take),0.024472
Tex Ritter - I've Found A New Baby (Instrumental),0.024299
Granite & Phunk - Knock You Over,0.024255
The Allman Brothers Band - Little Martha,0.024242
Lyle Lovett - North Dakota,0.024192
Stevie Wonder - Overjoyed,0.024102
Jack Jones - Autumn Leaves,0.024055
The Cotton Pickers - Hot Lips,0.024049
Sonny Rollins - Like Someone In Love,0.023864
Kai Winding - Trombone For Two,0.023841
The Wiseguys - Ooh La La,0.023786
Clifford Brown - Brownie Speaks,0.023683
Debbie Reynolds - Love Is A Simple Thing,0.02368
The Pointer Sisters - Jump,0.023617
Prince - Controversy,0.023616
Michael Spence - Is This Love,0.023418
Mickey Hart & Zakir Hussain - Funky Zena,0.02321
Vicious Circles - Vicious Circles (Ryan Blair Mix),0.023084
The Allman Brothers Band - Can't Take It With You,0.02304
Tricky - Aftermath,0.022968
Redman - Tonights Da Night,0.022895
Sonny Rollins - On Green Dolphin Street,0.02277
Deuter - Buddha Nature,0.022763
Ella Fitzgerald - Crying Mood,0.022758
Milt Jackson - The Song Is Ended,0.022596
Blind Blake - Depression's Gone From Me Blues,0.022544
Pete Fountain - Just A Closer Walk With Thee,0.022536
Compulsion - Rapejacket,0.022536
Verdi. Giuseppe - Nabucco. Opera (Nabucodonosor),0.022462
Asleep At The Wheel - Cotton-Eyed Joe,0.022336
Morricone. Ennio - Sergio Leone Suite,0.022293
Ella Fitzgerald & Louis Armstrong - A Foggy Day,0.022247
Maynard Ferguson - Everybody Moan,0.022221
Twilight 22 - Electric Kingdom,0.022198
Liquid Mind - Gently Down,0.022159
Mildred Bailey (Holiday) - I've Got My Love To Keep Me Warm (feat. Red Norvo),0.022108
Outkast - I'll Call Before I Come (feat. Eco & Gangsta Boo),0.022094
Midnight Star - Freak-A-Zoid,0.022091
Bunny Berigan - Sobbin' Blues,0.021863
Doc Watson - Little Orphan Girl (Live),0.021845
Al Stewart - On The Border,0.021661
John Scofield - Rule Of Thumb,0.021595
Soda Stereo - Cuando Pase El Temblor,0.021275
Patra - Romantic Call,0.021259
Lester Young - Prisoner Of Love,0.021251
Alison Krauss - Don't Follow Me,0.021199
Ella Fitzgerald - Guilty,0.021017
Sonny Rollins - Moritat (Mack The Knife),0.02097
The Dubs - Chapel Of Dreams,0.020837
Freddie Jackson - You Are My Lady,0.020653
Sonny Rollins - Paradox,0.020652
Sonny Rollins - On A Slow Boat To China,0.02039
Rachmaninov. Sergey - Moments Musicaux (6) For Piano. Op. 16,0.020382
Cal Tjader - Mambo In Miami,0.020351
Ella Fitzgerald - These Foolish Things,0.020001
Marvin Gaye - Got To Give It Up. Part 1 ( Live),0.01985
Roger - I Want To Be Your Man,0.019813
Houston Person - Two Rb's,0.019778
Jim Henry+Brooks Williams - Malted Milk,0.019652
System F - Out Of The Blue,0.019642
ABORTED - Clinical Colostomy,0.019641
Arrested Development - People Everyday (Reprise),0.019507
Daevid Allen - Untitled,0.019425
Jim Henry+Brooks Williams - Angie,0.01939
Midnight Star - No Parking,0.019386
Marvin Gaye - How Sweet It Is (To Be Loved By You),0.019037
The Beatles - Run For Your Life,0.019
James P. Johnson - What Is This Thing Called Love,0.018992
Liz Story (Holiday) - O Thou Joyful Day - O Little Town of Bethlehem,0.018755
Christmas Cookies (Holiday) - The Christmas Song,0.018611
Ratt - Slip Of The Lip,0.01847
Allure - Rejected,0.018431
Lee Morgan - Hocus Pocus,0.018417
Doc Watson - Jimmy's Texas Blues (Live),0.018338
Dan Crary - Lime Rock,0.01824
John Hammond - Little Rain Falling,0.01821
Various Artists? 50 Most Loved Christmas Carols (Holiday) - In The Bleak Midwinter,0.018202
Ella Fitzgerald - Mood Indigo,0.017971
Lefty Frizzell - Always Late With Your Kisses,0.017956
Various Artists? 50 Most Loved Christmas Carols (Holiday) - Lo. How A Rose E'er Blooming,0.017854
Will Bradley & His Orchestra - When You And I Were Young. Maggie,0.01785
Eric Harringer & John Paul Lacey - Morning Dew,0.017701
Jack Jones - Somewhere My Love,0.017639
Rachmaninov. Sergey - The Isle of the Dead. symphonic poem. Op. 29,0.017551
Raina Rose - Evergreen House. 2nd Floor,0.017514
Tim Sparks - Trap Hill Breakdown,0.017488
Toots & The Maytals - 54-56 Was My Number,0.017475
Jimmy Cliff - Look At The Mountains,0.017375
Alexander O'Neal (Holiday) - The Christmas Song (Chestnuts Roasting On An Open Fire),0.017291
The Gene Harris Quartet - The Song Is Ended,0.017148
Furry Lewis - Falling Down Blues,0.017146
Benny Carter - Laura,0.016988
Public Enemy - Fight The Power,0.016826
Kai Winding - Doodlin',0.016744
The Rolling Stones - Complicated,0.016704
Bunny Berigan - The Buzzard,0.016696
The Dukes Of Dixieland - Sunrise. Sunset,0.01669
Leroy Carr - My Woman's Gone Wrong,0.016636
The Association - Windy,0.016598
Chris Bocast - Quantum Entanglement,0.016571
James Brown - Funky President,0.016559
David Grisman & Tony Rice - Grandfather's Clock,0.016537
Boyce. William - Trio Sonata No. 9 In C Major,0.016314
Tommy Flanagan - Rough Ridin',0.016267
David Grisman & Tony Rice - Swing '42,0.016203
Binary Finary - 1999,0.016192
Corciolli - Work (Water),0.016149
Laurence Juber (Holiday) - Away In A Manger,0.016147
Dan Crary - Lady's Fantasy,0.016051
Teddy Wilson - In The Mood,0.016029
Joe Jackson - Baby Stick Around,0.015958
Chick Corea Elektric Band - Passage,0.015889
Clint Mansell & Kronos Quartet - Lux Aeterna,0.015887
Verdi. Giuseppe - Il Trovatore. Opera,0.015811
Strauss. Richard - Der Rosenkavalier. Opera. Op. 59 (TrV 227),0.015723
Justin Hinds & The Dominoes - Carry Go Bring Come (Ska Version),0.015702
Laurence Juber (Holiday) - Good King Wenceslaus,0.015564
Robert Henke - Signal To Noise II,0.015557
Digital Underground - Same Song,0.015547
Kenny G - G-Bop,0.015461
Don Ross - Give Me Seven Reasons,0.015234
Toshiko Akiyoshi - 52nd St. Theme,0.015152
Robert Johnson - Walkin' Blues,0.015101
Will Ackerman (Holiday) - Emmanuel,0.014833
Liquid Mind - Zero Degrees Zero,0.014784
Rachmaninov. Sergey - Piano Concerto No. 1 In F Sharp Minor. Op. 1,0.014743
Jerry Bergonzi - Outhouse,0.014738
Kitty Kallen - Little Things Mean A Lot,0.014555
Lefty Frizzell - My Rough And Rowdy Ways,0.014484
Funck. David - Suite In D,0.014376
Junior Mance Trio - Smokey Blues (Live),0.014365
Dan Crary - Tom & Jerry,0.014343
Ella Fitzgerald - Desafinado (Slightly Out Of Tune),0.014272
Tex Atchison - Tennessee Hound Dog,0.014146
Frank Foster - John R. And Garfield,0.014002
Doc Watson - Billy In The Low Ground (Live),0.013961
The Beatles - If I Needed Someone,0.013883
Creative Music Services Musicians (Holiday) - O Christmas Tree,0.013837
Robert Johnson - Traveling Riverside Blues,0.013807
Doc Watson - Spike Driver Blues,0.013713
Booker Ervin - Lynn's Tune,0.013709
Ralph Stanley & The Clinch Mountain Boys - Pretty Polly,0.0137
Garfield Akers - Cottonfield Blues Part 1,0.013676
Otis Spann - I'm Ready,0.013665
Dan Crary - Amsterdance,0.013514
Pete Fountain - While We Danced At The Mardi Gras,0.013483
Deuter - Nada Himalaya 2,0.013397
Milt Jackson - Enigma,0.013394
Ella Fitzgerald - It's Only A Paper Moon,0.013387
Teddy Wilson - King Porter Stomp,0.01337
Antonio Carlos Jobim - The Girl From Ipanema,0.013361
Vendredi 13 - Frequency 7,0.013353
Sonny Rollins - Pent Up House,0.013296
Sade - Paradise,0.013206
Mickey Hart & Zakir Hussain - Dances With Wood,0.013189
Rachmaninov. Sergey - Piano Concerto No. 2 In C Minor. Op. 18,0.01311
Tommy Johnson - Maggie Campbell,0.013088
Deuter - Earthlight,0.012903
Charlie Lincoln - Depot Blues,0.012658
Gordon Bok - Sailor's Carol,0.012624
Mice Parade - Circle None,0.012605
"Lucky Thompson - Take The ""A"" Train",0.012339
David Grisman & Tony Rice - The Prisoner's Waltz,0.012295
Jean-Luc Ponty - Eulogy To Oscar Romero,0.012197
Strauss. Richard - Macbeth. Tone Poem For Orchestra. Op. 23 (TrV 163),0.012142
Mojo Nixon and the Toadliquors (Holiday) - Boogie Woogie Santa Claus,0.012036
Paul Bley - Time On My Hands,0.012022
Furry Lewis - Baby You Don't Want Me,0.011965
Jim Henry+Brooks Williams - On The Rollin' Sea,0.011675
Flip Phillips - Dream A Little Dream Of Me,0.011664
Furry Lewis - Long Tall Gal Blues,0.011467
Pete Fountain - The Darktown Strutters' Ball,0.01126
Mahler. Gustav - Symphony No. 5 in C sharp minor,0.011103
Furry Lewis - Goin' To Kansas City,0.011092
Boccherini. Luigi - Symphony In D Major. G. 509 (Op. 35?1),0.010987
SubtractiveLAD - My Quadrant,0.01083
Brian Eno - Neroli,0.010773
Sonny Rollins - There Are Such Things,0.010739
Cedar Walton Trio - I Mean You,0.010721
Laurence Juber (Holiday) - Prelude & Silent Night,0.010719
Bob Brookmeyer - Skylark,0.01059
Eric Clapton & Duane Allman - Mean Old World,0.010556
The Beatles - Michelle,0.010388
Prince - Kiss,0.010374
Pete Fountain - Someday Sweetheart,0.010319
Cal Tjader - Stardust,0.010316
Josh White - New Milk Cow Blues,0.010311
Toots & The Maytals - Time Tough,0.0102
Skafish (Holiday) - Joy To The World,0.010191
Antonio Carlos Jobim - Amor Em Paz (Once I Loved),0.010081
Ralph Stanley & The Clinch Mountain Boys - Man Of Constant Sorrow,0.009895
Bill Connors - It Be FM,0.009859
Clifford Brown - Donna Lee (live),0.009852
Lone Ranger - Collie Rock,0.009839
Lee Sykes - Lock Jaw,0.009817
Fats Waller (Holiday) - Winter Weather,0.009491
"Dittersdorf. Karl Ditters von - Symphony After Ovid's ""Metamorphoses"" No. 4 In F Major (""Die Rettung Der Andromeda Durch Perseus"")",0.009427
Clifford Brown - Love Is A Many Splendored Thing,0.009352
Z-Ro - Mo City Don (Freestyle),0.009336
"Boccherini. Luigi - Quintet For Guitar & Strings In D Major (""Fandango""). G. 448 (Arrangement Of String Quintets. G. 270 & 341)",0.009314
Little Walter - Bad Acting Woman,0.009268
Boccherini. Luigi - Symphony In E Flat Major. G. 510 (Op. 35?2),0.009232
Prince - Let's Work,0.009229
Various Artists? 50 Most Loved Christmas Carols (Holiday) - While Sherherds Watched Their Flocks,0.009189
Lorie Line - Faith Of Our Fathers,0.00898
John R. Burr - For The Asking,0.008975
Rachmaninov. Sergey - Symphony No. 2 in E minor. Op. 27,0.008938
"Eddie ""Lockjaw"" Davis - Trane Whistle",0.008897
Benny Carter - Long Ago And Far Away,0.008861
Maynard Ferguson - The Wailing Boat (Live),0.008806
Cannonball Adderley - Autumn Leaves,0.008768
Jon Schmidt - Passages,0.008638
Alison Krauss - Foolish Heart,0.008614
Furry Lewis - Furry's Rag (Take Your Time. Baby),0.008538
David Grisman & Tony Rice - Song For Two Pamelas,0.008478
Antonio Carlos Jobim - Insensatez (How Insensitive),0.008421
Rogue Wave - Perfect,0.008411
Dean Martin - Memories Are Made Of This,0.008365
Stars Of The Lid - A Meaningful Moment Through A Meaning(Less) Process,0.008339
Teddy Wilson - Flyin' Home,0.008313
Josh White - Trouble,0.008264
Beck. Ignaz. Franz - Overture (Sinfonia) In G Minor. Op. 1?1 (Callen 1),0.008221
Anita Ward - Ring My Bell,0.008194
Cannonball Adderley - You' re A Weaver Of Dreams,0.008165
Gordon Bok - Herring Croon,0.008146
Schumann. Robert - Piano Concerto in A minor. Op. 54,0.008107
The Beatles - Within You Without You,0.007962
David Grisman & Tony Rice - O Solo Mio,0.007937
Chopin. Fryderyk - Nocturnes (2) for piano. Op. 48. CT. 120-121,0.007861
Doc Watson - Liitle Orphan Girl (Live),0.007852
Mose Andrews - Ten Pound Hammer,0.007836
Explosions In The Sky - A Slow Dance,0.007794
George Michael - Praying For Time,0.007738
Josh White - Jesus Gonna Make Up My Dying Bed,0.007716
Furry Lewis - Mistreatin' Mama,0.007616
Morricone. Ennio - Giuseppe Tornatore Suite,0.007615
Gordon Bok - Jericho,0.007588
Steve Lacy - Alone Together,0.007478
Teddy Wilson - Body And Soul,0.007436
Robin Bullock - Rigler's March-Rex's Rambles,0.0074
Todd Collins (Holiday) - Angels We Have Heard On High,0.007387
Furry Lewis - This Time Tomorrow,0.00735
Deuter - Waves Of Light,0.00728
Furry Lewis - Big Chief Blues,0.00728
Robert Johnson - Last Fair Deal Gone Down,0.007267
Benny Page - Neck Breaker,0.007197
Fairfield Four - How I Got Over,0.007124
Butch Thompson (Holiday) - We Three Kings,0.007084
Hilary Stagg - Spirit Dancers,0.007079
The Cambridge Singers & Orchestra (Holiday) - Good Christian Men. Rejoice,0.007068
Markus Reuter - Read Aloud In Cold Blood,0.00698
Boccherini. Luigi - Symphony In D Minor. G. 522 (Op. 45),0.006895
Antonio Carlos Jobim - Vivo Sonhando,0.006894
"Mahler. Gustav - Symphony No. 6 in A minor (""Tragic"")",0.006826
Doc Watson - Eastbound Train (Live),0.006771
"Dittersdorf. Karl Ditters von - Symphony After Ovid's ""Metamorphoses"" No. 1 In C Major (""Die Vier Weltalter"")",0.006736
Paul Horn - Now Hear This,0.006722
Robert Johnson - I Believe I'll Dust My Broom,0.006598
Deuter - Sea And Silence,0.006362
Chris Bocast - Hearts' Rest,0.006358
Dan Gibson - The Fallen Leaves,0.006328
Wes Montgomery - Full House (Live),0.006158
Tommy Johnson - Big Fat Mama Blues,0.006034
Jimmy Forrest - By The River Sainte Marie,0.006007
Tommy Johnson - Lonesome Home Blues (Take 2),0.005975
Butch Thompson (Holiday) - God Rest Ye Merry Gentlemen,0.005917
Branford Marsalis - Swingin' At The Haven,0.005825
Stars Of The Lid - Even If You're Never Awake,0.00582
Tommy Flanagan - While You Are Gone,0.005808
Dittersdorf. Karl Ditters von - Concerto For Harp. 2 Oboes. 2 Horns & Stringorchestra In A Major,0.005757
Liquid Mind - In The Stillness,0.005618
Rachmaninov. Sergey - Symphony No. 1 in D minor. Op. 13 (lost; reconstructed from piano duets and orch. fragments),0.00557
Teddy Wilson - I've Got A Crush On You,0.005488
Cherubini. Luigi - Requiem No.2. For Male Chorus & Orchestra In D Minor,0.005455
Ben Webster - Tenderly,0.005349
Markus Reuter - The Increase Of Faith,0.005331
Donald Byrd & Doug Watkins - If I Love Again,0.005258
Loreena McKennitt (Holiday) - The Stockford Carol,0.005256
Howard Roberts - Watermelon Man,0.005155
Deepak Chopra & Adam Plack - Serenity,0.00513
Rachmaninov. Sergey - Symphonic Dances. for orchestra (or 2 pianos). Op. 45,0.005104
Boccherini. Luigi - Sonata for cello & continuo in C major. G. 17,0.00506
Mahalia Jackson - Trouble Of The World,0.00499
Boccherini. Luigi - Symphony In D Major. G. 503 (Op. 12?1),0.004979
Ben Webster - Someone To Watch Over Me,0.004913
Jon Schmidt - Night Song,0.004909
Couperin. Francois - L'Espagnole (La Visionnaire). For 2 Violins & Continuo (Les Nations),0.004857
Kokomo Arnold - Milk Cow Blues,0.004848
Boccherini. Luigi - Symphony In C Major. G. 495 (Op. 21?3),0.004806
Gene Ammons - My Romance,0.004799
Robert Shaw Chorale (Holiday) - Carol Of The Bells ? Deck The Halls,0.004513
Faure. Gabriel - Sonata For Cello & Piano No. 2 In G Minor. Op. 117,0.004432
Tim O'Brien - Johnny Don't Get Drunk ? Rye Straw,0.00443
The Gene Harris Quartet - Sweet And Lovely,0.004272
Dan Gibson - Adventureous Spirit,0.004193
Beck. Ignaz. Franz - Overture (Sinfonia) In G Major. Op. 1?5 (Callen 5),0.004131
Deuter - Yellow Mandala,0.004089
"Berwald. Franz - Symphony No. 2 In D. ""Sinfonie Capricieuse""",0.004051
Lorie Line - Think Of Me,0.004044
Boccherini. Luigi - Cello Concerto In C Major. G. 573,0.004042
Chopin. Fryderyk - Nocturnes (3) For Piano. Op. 9. Ct. 108-110,0.003932
Yolanda Kondonassis (Holiday) - Bring A Torch. Jeannette. Isabella,0.003931
Wes Montgomery - If I Should Lose You (Take 2-Alternate),0.003914
Boccherini. Luigi - Symphony In A Major. G. 498 (Op. 21?6),0.003912
Rachmaninov. Sergey - Rhapsody On A Theme Of Paganini (Introduction And 24 Variations). In A Minor For Piano & Orchestra. Op. 43,0.003896
Brian Eno - An Ending (Ascent),0.003856
Milt Jackson - Sweet And Lovely,0.003824
Deuter - Empty Shore,0.003751
Tom Rush - Mole's Moan,0.003744
Schumann. Robert - Cello Concerto in A minor. Op. 129,0.003705
Baguer. Carlos - Symphony No. 18 In B Flat Major,0.003687
Verdi. Giuseppe - La Traviata. Opera,0.003665
The Time - Jungle Love,0.003659
Boyce. William - Trio Sonata No. 6 In B Flat Major,0.003616
Bill Evans & Jim Hall - I Hear A Rhapsody,0.003577
Scott Solter - Desert Trains,0.003498
Boccherini. Luigi - Symphony In E Flat Major. G. 513 (Op. 35?5),0.003485
Boccherini. Luigi - Quintet For Guitar & Strings In E Minor. G. 451 (arrangement Piano Quintet. G. 407),0.003389
Jennifer Haines (Holiday) - Cantique De Noel (O Holy Night),0.003384
Boccherini. Luigi - Cello Concerto In A Major. G. 475,0.00338
Jim Taylor - Little Rose Is Gone. Billy In The Lowground,0.003174
The Sons Of The West - Panhandle Shuffle,0.003156
Doc Watson - Down In The Valley To Pray,0.00308
Boccherini. Luigi - Symphony In C Major. G. 505 (Op. 12?3),0.003064
Rosetti. Antonio - Symphony In G Major. A 40?K 1 No 22,0.00303
Baguer. Carlos - Symphony No. 13 In E Flat Major,0.00301
Boccherini. Luigi - String Quartet In E Minor. G. 202 (Op. 32?2),0.002998
Westbam - Elektronische Tanzmusik,0.002934
Boccherini. Luigi - Symphony In D Major. G. 496 (Op. 21?4),0.002883
Christmas Cookies (Holiday) - White Christmas,0.002779
Milt Jackson - Namesake,0.002753
